,Publication_ID,Drainage Basin,Location_ID,Hist_ref_code,Method_ID,Future Time Range_start,Future Time Range_end,Hist_code,Code,Clim_station,Comments,tas_annual,tas_annual_unit,tas_IMS_median,tas_IMS_median_un,tmax_annual,tmax_annual_un,tmin_annual,tmin_annual_un,pr_annual,pr_annual_unit,pr_IMS_median,pr_IMS_median_un
"Kim et al., 2008",81,Nelson River,8102,8102,81.01,2081,2100,NA,8102.01,,,2.85,deltaC,,,,,,,3.6,%,,
"Kim et al., 2008",81,Nelson River,8102,8102,81.02,2081,2100,NA,8102.02,,,2.53,deltaC,,,,,,,1.6,%,,
"Krogh & Pomeroy, 2019",82,Arctic,8201,8201,82.02,2087,2099,NA,8201.02,,,6.1,deltaC,,,,,,,39,%,,
"Lapp et al., 2009",85,Nelson River,8502,8502,85.01,2040,2069,NA,8502.01,,,2.5,deltaC,,,,,,,6.4,%,,
"Lapp et al., 2009",85,Nelson River,8503,8503,85.01,2040,2069,NA,8503.01,,,2.5,deltaC,,,,,,,6.4,%,,
"Lapp et al., 2009",85,Nelson River,8504,8504,85.01,2040,2069,NA,8504.01,,,2.5,deltaC,,,,,,,6.4,%,,
"Lapp et al., 2009",85,Nelson River,8501,8501,85.01,2040,2069,NA,8501.01,,,2.5,deltaC,,,,,,,6.4,%,,
"Larson et al., 2011",86,Nelson River,8601,8601,86.02,2010,2039,NA,8601.02,,,,,,,,,,,,,,
"Larson et al., 2011",86,Nelson River,8601,8601,86.03,2010,2039,NA,8601.03,,,,,,,,,,,,,,
"Larson et al., 2011",86,Nelson River,8601,8601,86.04,2040,2059,NA,8601.04,,,,,,,,,,,,,,
"Larson et al., 2011",86,Nelson River,8601,8601,86.05,2040,2059,NA,8601.05,,,,,,,,,,,,,,
"Larson et al., 2011",86,Nelson River,8601,8601,86.06,2070,2099,NA,8601.06,,,,,,,,,,,,,,
"Larson et al., 2011",86,Nelson River,8601,8601,86.07,2070,2099,NA,8601.07,,,,,,,,,,,,,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88,1991,2010,8801,8801,,Hist precip calculated from percentage/absolute changes reported in text. Taken as 466.7 mm for historical period.,,,,,,,,,466.7,mm,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.01,2041,2060,NA,8801.01,,,0.9,deltaC,,,,,,,-6.3,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.02,2041,2060,NA,8801.02,,,1.9,deltaC,,,,,,,-6.4,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.03,2041,2060,NA,8801.03,,,1.2,deltaC,,,,,,,24.5,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.04,2041,2060,NA,8801.04,,,1.6,deltaC,,,,,,,7.8,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.05,2041,2060,NA,8801.05,,,2,deltaC,,,,,,,26.2,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.06,2041,2060,NA,8801.06,,,2.2,deltaC,,,,,,,25.7,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.07,2041,2060,NA,8801.07,,,1.4,deltaC,,,,,,,-28.2,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.08,2041,2060,NA,8801.08,,,1.7,deltaC,,,,,,,-27.9,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.09,2041,2060,NA,8801.09,,,2.3,deltaC,,,,,,,36.2,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.1,2041,2060,NA,8801.1,,,1.9,deltaC,,,,,,,16.9,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.11,2041,2060,NA,8801.11,,,2.8,deltaC,,,,,,,9.1,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.12,2041,2060,NA,8801.12,,,3.1,deltaC,,,,,,,15.5,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.13,2081,2100,NA,8801.13,,,0.5,deltaC,,,,,,,-3.7,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.14,2081,2100,NA,8801.14,,,1.9,deltaC,,,,,,,18.3,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.15,2081,2100,NA,8801.15,,,1.6,deltaC,,,,,,,38.4,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.16,2081,2100,NA,8801.16,,,1.7,deltaC,,,,,,,11.5,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.17,2081,2100,NA,8801.17,,,3.1,deltaC,,,,,,,14.7,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.18,2081,2100,NA,8801.18,,,3.2,deltaC,,,,,,,23.1,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.19,2081,2100,NA,8801.19,,,2.7,deltaC,,,,,,,14.5,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.2,2081,2100,NA,8801.2,,,3.5,deltaC,,,,,,,8,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.21,2081,2100,NA,8801.21,,,3.8,deltaC,,,,,,,35.4,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.22,2081,2100,NA,8801.22,,,4.4,deltaC,,,,,,,36.9,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.23,2081,2100,NA,8801.23,,,6.5,deltaC,,,,,,,10.2,deltaMM,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.24,2081,2100,NA,8801.24,,,7,deltaC,,,,,,,56.3,deltaMM,,
"Levison et al., 2014",89,St. Lawrence,8901,8901,89.02,2041,2070,NA,8901.02,,Values reported for ensemble mean of multiple climate model projections; not spatially different,2.7,deltaC,,,,,,,8,%,,
"Levison et al., 2014",89,St. Lawrence,8902,8902,89.02,2041,2070,NA,8902.02,,,2.7,deltaC,,,,,,,8,%,,
"Levison et al., 2014",89,St. Lawrence,8903,8903,89.02,2041,2070,NA,8903.02,,,2.7,deltaC,,,,,,,8,%,,
"Levison et al., 2014",89,St. Lawrence,8904,8904,89.02,2041,2070,NA,8904.02,,,2.7,deltaC,,,,,,,8,%,,
"Loukas & Quick, 1999",94,Pacific,9401,9401,94.02,Not clear,NA,NA,9401.02,,,3.2,deltaC,,,,,,,14.9,%,,
"Loukas & Quick, 1999",94,Pacific,9402,9402,94.02,Not clear,NA,NA,9402.02,,,3.8,deltaC,,,,,,,15.5,%,,
"Loukas et al., 2002",97,Pacific,9701,9701,97.01,1970,1990,9701,9701.01,,Sum of rainfall (mm) and snowfall (mm) recorded as precip,,,,,,,,,2171,mm,,
"Loukas et al., 2002",97,Pacific,9701,9701,97.02,2080,2100,NA,9701.02,,,,,,,,,,,2246,mm,,
"Loukas et al., 2002",97,Pacific,9702,9702,97.01,1970,1990,9702,9702.01,,,,,,,,,,,1595,mm,,
"Loukas et al., 2002",97,Pacific,9702,9702,97.02,2080,2100,NA,9702.02,,,,,,,,,,,1713,mm,,
"Loukas et al., 2002",96,Pacific,9601,9601,96.02,2080,2100,NA,9601.02,,,3.5,deltaC,,,,,,,13.2,%,,
"Loukas et al., 2002",96,Pacific,9602,9602,96.02,2080,2100,NA,9602.02,,,4.1,deltaC,,,,,,,13.4,%,,
"Loukas et al., 2004",95,Pacific,9501,9501,95.01,2080,2100,NA,9501.01,,,4.1,deltaC,,,,,,,14.6,%,,
"Luo, 2006",98,Pacific,9801,9801,98.02,2070,2099,NA,9801.02,,,,,,,,,,,,,,
"Luo, 2006",98,Pacific,9801,9801,98.03,2070,2099,NA,9801.03,,,,,,,,,,,,,,
"Mahat & Anderson, 2013",100,Nelson River,10001,10001,100.01,2050s,NA,NA,10001.01,,,2.2,deltaC,,,,,,,-0.6,%,,
"Mahat & Anderson, 2013",100,Nelson River,10001,10001,100.02,2080s,NA,NA,10001.02,,,3.8,deltaC,,,,,,,1.1,%,,
"Merritt et al., 2006",106,Pacific,10601,10601,106.1,2070,2099,NA,10601.1,,,,,,,,,,,31,%,,
"Merritt et al., 2006",106,Pacific,10601,10601,106.13,2070,2099,NA,10601.13,,,,,,,,,,,16,%,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.1,2070,2099,NA,10602.1,,,,,,,,,,,31,%,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.13,2070,2099,NA,10602.13,,,,,,,,,,,16,%,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.1,2070,2099,NA,10603.1,,,,,,,,,,,31,%,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.13,2070,2099,NA,10603.13,,,,,,,,,,,16,%,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.1,2070,2099,NA,10604.1,,,,,,,,,,,31,%,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.13,2070,2099,NA,10604.13,,,,,,,,,,,16,%,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.1,2070,2099,NA,10605.1,,,,,,,,,,,31,%,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.13,2070,2099,NA,10605.13,,,,,,,,,,,16,%,,
"Merritt et al., 2006",106,Pacific,10606,10606,106.1,2070,2099,NA,10606.1,,,,,,,,,,,31,%,,
"Merritt et al., 2006",106,Pacific,10606,10606,106.13,2070,2099,NA,10606.13,,,,,,,,,,,16,%,,
"Merritt et al., 2006",106,Pacific,10607,10607,106.1,2070,2099,NA,10607.1,,,,,,,,,,,31,%,,
"Merritt et al., 2006",106,Pacific,10607,10607,106.13,2070,2099,NA,10607.13,,,,,,,,,,,16,%,,
"Merritt et al., 2006",106,Pacific,10608,10608,106.1,2070,2099,NA,10608.1,,,,,,,,,,,31,%,,
"Merritt et al., 2006",106,Pacific,10608,10608,106.13,2070,2099,NA,10608.13,,,,,,,,,,,16,%,,
"Mirmasoudi et al., 2019",108,Pacific,10801,10801,108.01,2011,2040,NA,10801.01,,Precip changes reported as absolutes,,,,,,,,,,,,
"Mirmasoudi et al., 2019",108,Pacific,10801,10801,108.02,2041,2070,NA,10801.02,,,,,,,,,,,,,,
"Mirmasoudi et al., 2019",108,Pacific,10801,10801,108.03,2071,2100,NA,10801.03,,,,,,,,,,,,,,
"Mirmasoudi et al., 2019",108,Pacific,10801,10801,108.04,2011,2040,NA,10801.04,,,,,,,,,,,,,,
"Mirmasoudi et al., 2019",108,Pacific,10801,10801,108.05,2041,2070,NA,10801.05,,,,,,,,,,,,,,
"Mirmasoudi et al., 2019",108,Pacific,10801,10801,108.06,2071,2100,NA,10801.06,,,,,,,,,,,,,,
"Motiee & McBean, 2017",111,St. Lawrence,11101,11101,111.02,2010,2050,NA,11101.02,,Calculated from base and future values,4.6,deltaC,,,,,,,2.7,%,,
"Motiee & McBean, 2017",111,St. Lawrence,11101,11101,111.03,2010,2050,NA,11101.03,,Calculated from base and future values,5.3,deltaC,,,,,,,1.4,%,,
"Motiee & McBean, 2017",111,St. Lawrence,11101,11101,111.04,2010,2050,NA,11101.04,,Calculated from base and future values,5.6,deltaC,,,,,,,0.4,%,,
"Muerth et al., 2012",113,St. Lawrence,11301,11301,113.01,2041,2070,NA,11301.01,,Average of multiple RCM runs,3,deltaC,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.01,2010,2039,NA,11701.01,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.02,2010,2039,NA,11701.02,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.03,2010,2039,NA,11701.03,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.04,2010,2039,NA,11701.04,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.05,2010,2039,NA,11701.05,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.06,2040,2069,NA,11701.06,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.07,2040,2069,NA,11701.07,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.08,2040,2069,NA,11701.08,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.09,2040,2069,NA,11701.09,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.1,2040,2069,NA,11701.1,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.11,2070,2099,NA,11701.11,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.12,2070,2099,NA,11701.12,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.13,2070,2099,NA,11701.13,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.14,2070,2099,NA,11701.14,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.15,2070,2099,NA,11701.15,,,,,,,,,,,,,,
"Neupane et al., 2018",118,Great Slave Lake,11801,11801,118.01,2081,2099,NA,11801.01,,,0.9,deltaC,,,,,,,-47,%,,
"Neupane et al., 2018",118,Great Slave Lake,11801,11801,118.02,2081,2099,NA,11801.02,,,1.9,deltaC,,,,,,,-45,%,,
"Neupane et al., 2018",118,Great Slave Lake,11801,11801,118.03,2081,2099,NA,11801.03,,,2.5,deltaC,,,,,,,-44,%,,
"Novotná et al., 2014",119,St. Lawrence,11901,11901,119.01,2010,2039,NA,11901.01,,,1.22,deltaC,,,,,,,15,%,,
"Novotná et al., 2014",119,St. Lawrence,11901,11901,119.02,2040,2069,NA,11901.02,,,2.37,deltaC,,,,,,,17,%,,
"Novotná et al., 2014",119,St. Lawrence,11901,11901,119.03,2070,2099,NA,11901.03,,,4.06,deltaC,,,,,,,17,%,,
"Novotná et al., 2014",119,St. Lawrence,11901,11901,119.04,2010,2039,NA,11901.04,,,1.21,deltaC,,,,,,,18,%,,
"Novotná et al., 2014",119,St. Lawrence,11901,11901,119.05,2040,2069,NA,11901.05,,,2.61,deltaC,,,,,,,33,%,,
"Novotná et al., 2014",119,St. Lawrence,11901,11901,119.06,2070,2099,NA,11901.06,,,4.79,deltaC,,,,,,,30,%,,
"Paradis et al., 2007",121,Maritime Provinces,12101,12101,121,1970,2001,12101,12101,,,5.3,C,,,,,,,1173,mm,,
"Paradis et al., 2007",121,Maritime Provinces,12101,12101,121.01,2040,2069,NA,12101.01,,,8,C,,,,,,,1109,mm,,
"Paradis et al., 2007",121,Maritime Provinces,12101,12101,121.02,2040,2069,NA,12101.02,,,7,C,,,,,,,1223,mm,,
"Paradis et al., 2007",121,Maritime Provinces,12101,12101,121.03,2040,2069,NA,12101.03,,,6.7,C,,,,,,,1141,mm,,
"Paradis et al., 2007",121,Maritime Provinces,12101,12101,121.04,2040,2069,NA,12101.04,,,7.1,C,,,,,,,1197,mm,,
"Payne et al., 2004",122,Pacific,12202,12202,122.01,2010,2039,NA,12202.01,,,0.5,deltaC,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12202,12202,122.02,2040,2069,NA,12202.02,,,1.3,deltaC,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12202,12202,122.03,2070,2098,NA,12202.03,,,2.1,deltaC,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12202,12202,122.04,2040,2060,NA,12202.04,,,,,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12201,12201,122.01,2010,2039,NA,12201.01,,,0.5,deltaC,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12201,12201,122.02,2040,2069,NA,12201.02,,,1.3,deltaC,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12201,12201,122.03,2070,2098,NA,12201.03,,,2.1,deltaC,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12201,12201,122.04,2040,2060,NA,12201.04,,,,,,,,,,,,,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.02,2040,2069,NA,12701.02,,,1.4,deltaC,,,,,,,23,%,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.03,2040,2069,NA,12701.03,,,1.4,deltaC,,,,,,,16,%,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.04,2040,2069,NA,12701.04,,,4.8,deltaC,,,,,,,13,%,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.05,2040,2069,NA,12701.05,,,3.5,deltaC,,,,,,,5,%,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.06,2070,2099,NA,12701.06,,,3.2,deltaC,,,,,,,36,%,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.07,2070,2099,NA,12701.07,,,2.5,deltaC,,,,,,,26,%,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.08,2070,2099,NA,12701.08,,,6.8,deltaC,,,,,,,10,%,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.09,2070,2099,NA,12701.09,,,4.8,deltaC,,,,,,,11,%,,
"Pryse-Phillips, 2010",129,Northern Québec and Labrador,12901,12901,129.02,2039,2070,NA,12901.02,,Annual temp same as bias corrected,2.4,deltaC,,,,,,,10,%,,
"Pryse-Phillips, 2010",129,Northern Québec and Labrador,12901,12901,129.03,2039,2070,NA,12901.03,,,2.4,deltaC,,,,,,,11,%,,
"Rahman et al., 2012",132,St. Lawrence,13201,13201,132.02,2041,2070,NA,13201.02,,,,,,,3.3,deltaC,3.6,deltaC,8,%,,
"Rasouli, 2017",134,Yukon ,13401,13401,134.02,2041,2070,NA,13401.02,,,2.6,deltaC,,,,,,,16.3,%,,
"Rasouli, 2017",134,Nelson River,13402,13402,134.02,2041,2070,NA,13402.02,,,2.2,deltaC,,,,,,,6.6,%,,
"Rasouli et al., 2019",133,Yukon River,13301,13301,133.02,2041,2070,NA,13301.02,,,2.6,deltaC,,,,,,,16.3,%,,
"Rasouli et al., 2019",133,Yukon River,13302,13302,133.02,2041,2070,NA,13302.02,,,2.6,deltaC,,,,,,,16.3,%,,
"Rasouli et al., 2019",133,Yukon River,13303,13303,133.02,2041,2070,NA,13303.02,,,2.6,deltaC,,,,,,,16.3,%,,
"Rasouli et al., 2019",133,Nelson River,13304,13304,133.02,2041,2070,NA,13304.02,,,2.2,deltaC,,,,,,,6.6,%,,
"Rasouli et al., 2019",133,Nelson River,13305,13305,133.02,2041,2070,NA,13305.02,,,2.2,deltaC,,,,,,,6.6,%,,
"Rasouli et al., 2019",133,Nelson River,13306,13306,133.02,2041,2070,NA,13306.02,,,2.2,deltaC,,,,,,,6.6,%,,
"Rasouli et al., 2019",133,Nelson River,13307,13307,133.02,2041,2070,NA,13307.02,,,2.2,deltaC,,,,,,,6.6,%,,
"Rasouli et al., 2019",133,Yukon River,13308,13308,133.02,2041,2070,NA,13308.02,,,2.6,deltaC,,,,,,,16.3,%,,
"Rasouli et al., 2019",133,Nelson River,13309,13309,133.02,2041,2070,NA,13309.02,,,2.2,deltaC,,,,,,,6.6,%,,
"Rivard et al., 2008",137,Maritime Provinces,13701,13701,137.01,2041,2070,NA,13701.01,,,,,,,2.7,deltaC,3.3,deltaC,5,%,,
"Roberts et al., 2012",140,Northern Québec and Labrador,14001,14001,140.01,2041,2070,NA,14001.01,,Temp reported in Kelvin; difference recorded,2.6,deltaC,,,,,,,9.4,%,,
"Saha et al., 2017",143,Great Slave Lake,14301,14301,143.01,2020,2040,NA,14301.01,,,0.83,deltaC,,,,,,,6.7,%,,
"Saha et al., 2017",143,Great Slave Lake,14301,14301,143.02,2020,2040,NA,14301.02,,,0.64,deltaC,,,,,,,4.8,%,,
"Scheepers et al., 2018",148,Arctic,14801,14801,148.01,2041,2100,NA,14801.01,,"Range between 14802 and 14803 recorded for 14801 (entire basin)
Emission scenario not specified; cvar for time period/location recorded for both 4.5 and 8.5
Temp cvar range same for both stations, emscen",,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14802,14802,148.02,2041,2070,NA,14802.02,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14802,14802,148.03,2071,2100,NA,14802.03,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14802,14802,148.04,2041,2070,NA,14802.04,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14802,14802,148.05,2071,2100,NA,14802.05,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14803,14803,148.02,2041,2070,NA,14803.02,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14803,14803,148.03,2071,2100,NA,14803.03,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14803,14803,148.04,2041,2070,NA,14803.04,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14803,14803,148.05,2071,2100,NA,14803.05,,,,,,,,,,,,,,
"Sha, 2008",155,St. Lawrence,15501,15501,155.01,2011,2040,NA,15501.01,,Same values recorded for both locations,,,,,,,,,,,,
"Sha, 2008",155,St. Lawrence,15502,15502,155.01,2011,2040,NA,15502.01,,Same values recorded for both locations,,,,,,,,,,,,
"Shrestha et al., 2019",160,Arctic,16001,16001,160.01,2071,2100,NA,16001.01,,Abs. temp change calculated from hist-fut values,,,3.3,deltaC,,,,,,,,
"Shrestha et al., 2019",160,Arctic,16001,16001,160.02,2071,2100,NA,16001.02,,Abs. temp change calculated from hist-fut values,,,6.1,deltaC,,,,,,,,
"Shrestha et al., 2012",162,Nelson River,16201,16201,162.05,2042,2062,NA,16201.05,,,,,,,,,,,6.6,%,,
"Shrestha et al., 2012",162,Nelson River,16201,16201,162.06,2042,2062,NA,16201.06,,,,,,,,,,,10.9,%,,
"Shrestha et al., 2012",162,Nelson River,16201,16201,162.07,2042,2062,NA,16201.07,,,,,,,,,,,14,%,,
"Shrestha et al., 2012",162,Nelson River,16202,16202,162.05,2042,2062,NA,16202.05,,,,,,,,,,,11,%,,
"Shrestha et al., 2012",162,Nelson River,16202,16202,162.06,2042,2062,NA,16202.06,,,,,,,,,,,16,%,,
"Shrestha et al., 2012",162,Nelson River,16202,16202,162.07,2042,2062,NA,16202.07,,,,,,,,,,,17.5,%,,
"Shrestha et al., 2012",163,Pacific,16301,16301,163.01,2050s,NA,NA,16301.01,,,,,1.8,deltaC,,,,,,,12,%
"Shrestha et al., 2012",163,Pacific,16302,16302,163.01,2050s,NA,NA,16302.01,,,,,1.7,deltaC,,,,,,,10,%
"Shrestha et al., 2012",163,Pacific,16303,16303,163.01,2050s,NA,NA,16303.01,,,,,1.8,deltaC,,,,,,,10,%
"Shrestha et al., 2012",163,Pacific,16304,16304,163.01,2050s,NA,NA,16304.01,,,,,1.8,deltaC,,,,,,,7,%
"Shrestha et al., 2012",163,Pacific,16305,16305,163.01,2050s,NA,NA,16305.01,,,,,1.8,deltaC,,,,,,,7,%
"Shrestha et al., 2012",163,Pacific,16306,16306,163.01,2050s,NA,NA,16306.01,,,,,1.8,deltaC,,,,,,,8,%
"Shrestha et al., 2012",163,Pacific,16307,16307,163.01,2050s,NA,NA,16307.01,,,,,1.8,deltaC,,,,,,,7,%
"Shrestha et al., 2012",163,Pacific,16308,16308,163.01,2050s,NA,NA,16308.01,,,,,1.8,deltaC,,,,,,,7,%
"Shrestha et al., 2012",163,Pacific,16309,16309,163.01,2050s,NA,NA,16309.01,,,,,1.8,deltaC,,,,,,,7,%
"Shrestha et al., 2012",163,Pacific,16310,16310,163.01,2050s,NA,NA,16310.01,,,,,1.7,deltaC,,,,,,,7,%
"Shrestha et al., 2012",163,Pacific,16311,16311,163.01,2050s,NA,NA,16311.01,,,,,1.8,deltaC,,,,,,,6,%
"Shrestha et al., 2012",163,Pacific,16312,16312,163.01,2050s,NA,NA,16312.01,,,,,1.7,deltaC,,,,,,,9,%
"Shrestha et al., 2012",163,Pacific,16313,16313,163.01,2050s,NA,NA,16313.01,,,,,1.8,deltaC,,,,,,,7,%
"Shrestha et al., 2012",163,Pacific,16314,16314,163.01,2050s,NA,NA,16314.01,,,,,1.7,deltaC,,,,,,,7,%
"Shrestha et al., 2012",163,Pacific,16301,16301,163.02,2050s,NA,NA,16301.02,,,,,2.5,deltaC,,,,,,,12,%
"Shrestha et al., 2012",163,Pacific,16302,16302,163.02,2050s,NA,NA,16302.02,,,,,2.4,deltaC,,,,,,,7,%
"Shrestha et al., 2012",163,Pacific,16303,16303,163.02,2050s,NA,NA,16303.02,,,,,2.5,deltaC,,,,,,,11,%
"Shrestha et al., 2012",163,Pacific,16304,16304,163.02,2050s,NA,NA,16304.02,,,,,2.6,deltaC,,,,,,,6,%
"Shrestha et al., 2012",163,Pacific,16305,16305,163.02,2050s,NA,NA,16305.02,,,,,2.5,deltaC,,,,,,,3,%
"Shrestha et al., 2012",163,Pacific,16306,16306,163.02,2050s,NA,NA,16306.02,,,,,2.6,deltaC,,,,,,,8,%
"Shrestha et al., 2012",163,Pacific,16307,16307,163.02,2050s,NA,NA,16307.02,,,,,2.7,deltaC,,,,,,,6,%
"Shrestha et al., 2012",163,Pacific,16308,16308,163.02,2050s,NA,NA,16308.02,,,,,2.6,deltaC,,,,,,,6,%
"Shrestha et al., 2012",163,Pacific,16309,16309,163.02,2050s,NA,NA,16309.02,,,,,2.6,deltaC,,,,,,,6,%
"Shrestha et al., 2012",163,Pacific,16310,16310,163.02,2050s,NA,NA,16310.02,,,,,2.6,deltaC,,,,,,,5,%
"Shrestha et al., 2012",163,Pacific,16311,16311,163.02,2050s,NA,NA,16311.02,,,,,2.6,deltaC,,,,,,,6,%
"Shrestha et al., 2012",163,Pacific,16312,16312,163.02,2050s,NA,NA,16312.02,,,,,2.5,deltaC,,,,,,,10,%
"Shrestha et al., 2012",163,Pacific,16313,16313,163.02,2050s,NA,NA,16313.02,,,,,2.5,deltaC,,,,,,,5,%
"Shrestha et al., 2012",163,Pacific,16314,16314,163.02,2050s,NA,NA,16314.02,,,,,2.6,deltaC,,,,,,,3,%
"Shrestha et al., 2012",163,Pacific,16301,16301,163.03,2050s,NA,NA,16301.03,,,,,2.4,deltaC,,,,,,,9,%
"Shrestha et al., 2012",163,Pacific,16302,16302,163.03,2050s,NA,NA,16302.03,,,,,2.3,deltaC,,,,,,,5,%
"Shrestha et al., 2012",163,Pacific,16303,16303,163.03,2050s,NA,NA,16303.03,,,,,2.4,deltaC,,,,,,,10,%
"Shrestha et al., 2012",163,Pacific,16304,16304,163.03,2050s,NA,NA,16304.03,,,,,2.4,deltaC,,,,,,,4,%
"Shrestha et al., 2012",163,Pacific,16305,16305,163.03,2050s,NA,NA,16305.03,,,,,2.3,deltaC,,,,,,,1,%
"Shrestha et al., 2012",163,Pacific,16306,16306,163.03,2050s,NA,NA,16306.03,,,,,2.4,deltaC,,,,,,,5,%
"Shrestha et al., 2012",163,Pacific,16307,16307,163.03,2050s,NA,NA,16307.03,,,,,2.4,deltaC,,,,,,,4,%
"Shrestha et al., 2012",163,Pacific,16308,16308,163.03,2050s,NA,NA,16308.03,,,,,2.4,deltaC,,,,,,,3,%
"Shrestha et al., 2012",163,Pacific,16309,16309,163.03,2050s,NA,NA,16309.03,,,,,2.4,deltaC,,,,,,,4,%
"Shrestha et al., 2012",163,Pacific,16310,16310,163.03,2050s,NA,NA,16310.03,,,,,2.3,deltaC,,,,,,,1,%
"Shrestha et al., 2012",163,Pacific,16311,16311,163.03,2050s,NA,NA,16311.03,,,,,2.4,deltaC,,,,,,,3,%
"Shrestha et al., 2012",163,Pacific,16312,16312,163.03,2050s,NA,NA,16312.03,,,,,2.3,deltaC,,,,,,,7,%
"Shrestha et al., 2012",163,Pacific,16313,16313,163.03,2050s,NA,NA,16313.03,,,,,2.3,deltaC,,,,,,,3,%
